genotype,dtf__N40,dtf__N120,height_cm__N40,height_cm__N120,plants_m2__N40,plants_m2__N120,number_of_tillers__N40,number_of_tillers__N120,days_to_harvest__N40,days_to_harvest__N120,normalized_difference_vegetation_index__N40,normalized_difference_vegetation_index__N120,fluorescence__N40,fluorescence__N120,protein_pct__N40,protein_pct__N120
Fm474,100.33333333333137,111.66666666666664,101.99999999999996,102.66666666666502,43.33333333333334,59.508182899157624,2.6666666666666687,2.66666666666671,152.3333333333335,164.33333333333155,0.5133333333333312,0.4866666666666528,0.4899999999999786,0.5066666666666799,21.04333333333333,22.52000000000007
Fm475,102.33333333333137,100.33333333333333,99.33333333333333,104.25518313483448,26.666666666666682,46.983634201684865,1.3333333333333355,1.0000000000000404,157.00000000000014,153.98790731805065,0.6699999999999977,0.6877264372028341,0.7399999999999788,0.7042987980623494,14.99999983666194,15.293333333333402
Fm477,114.66666666666471,112.33333333333331,105.3333333333333,111.66666666666501,11.333333333333345,13.187197916768511,1.6666666666666683,2.333333333333376,186.00000000000014,183.33333333333152,0.43333333333333113,0.45999999999998614,0.336666666666645,0.3600000000000133,,17.559748404817398
Fm478,114.33333333333137,112.66666666666666,115.66666666666663,117.99999999999837,18.00000000000001,42.98363420168487,1.6666666666666685,3.000000000000043,163.33333333333346,171.66666666666484,0.7033333333333313,0.6366666666666528,0.6333333333333122,0.5700000000000132,,18.229748404817403
Fm480,113.99999999999805,115.66666666666663,111.3333333333333,114.66666666666501,72.66666666666669,,0.3333333333333345,1.333333333333375,173.3333333333335,177.66666666666487,0.49999999999999795,0.47999999999998605,0.5599999999999788,0.5066666666666799,20.44499983666194,20.1697484048174
Fm482,113.66666666666471,122.3333333333333,103.66666666666666,113.99999999999834,54.66666666666667,46.00000000000013,1.0000000000000024,1.6666666666667085,168.66666666666683,170.3333333333315,0.5233333333333313,0.6199999999999862,0.5833333333333122,0.6566666666666796,14.81999983666194,16.1947484048174
Fm484,106.99999999999802,105.66666666666663,98.33333333333333,104.66666666666502,31.333333333333343,32.98363420168487,1.0000000000000024,1.3333333333333748,166.66666666666683,166.66666666666484,0.6766666666666644,0.6466666666666528,0.6999999999999789,0.7666666666666795,,17.9247484048174
Fm489,95.99999999999802,103.3333333333333,133.99999999999997,115.33333333333167,20.66666666666668,22.66666666666681,0.33333333333333454,1.6666666666667083,145.33333333333348,161.99999999999815,0.6199999999999978,0.5399999999999862,0.7099999999999789,0.5500000000000131,15.91,16.4197484048174
Fm491,103.33333333333135,107.66666666666663,86,93.3333333333317,12.66666666666668,16.187197916768522,2.0000000000000018,0.6666666666667066,162.33333333333346,163.33333333333152,0.49333333333333124,0.6133333333333194,0.543333333333312,0.6200000000000132,15.773333333333332,17.5847484048174
Fm492,108.66666666666467,104.3333333333333,120.99999999999996,123.80763962534976,35.33333333333335,54.187197916768476,1.6666666666666683,1.6666666666667078,165.33333333333346,155.3333333333315,0.6666666666666644,0.6733333333333196,0.6633333333333122,0.6766666666666796,15.039999778921382,15.234748404817404
Fm496,94.66666666666468,94.33333333333329,136.66666666666663,125.66666666666501,20.00000000000001,22.98363420168485,0.6666666666666684,1.3333333333333741,145.66666666666677,144.33333333333147,0.5999999999999978,0.6599999999999862,0.6299999999999789,0.7200000000000131,13.77999983666194,15.04000000000007
Fm505,115.99999999999805,120.66666666666664,99.99999999999997,98.33333333333168,49.33333333333334,52.18719791676847,1.0000000000000022,0.6666666666667065,181.6666666666668,186.3333333333315,0.6833333333333311,0.6766666666666528,0.7266666666666457,0.6900000000000132,17.064999836661944,15.550151708503611
Fm507,111.33333333333137,112.99999999999996,55.666666666666714,53.999999999998394,15.333333333333343,24.18719791676852,16.666666666666668,13.000000000000048,169.6666666666668,165.7276216871409,0.469999999999998,0.5466666666666528,0.3366666666666454,0.44666666666668003,,16.060151708503618
Fm510,128.33333333333135,134.66666666666663,116.66666666666661,120.33333333333167,29.333333333333346,26.983634201684854,3.9104528300597004e-16,4.0791729859191875e-14,179.6666666666668,184.99999999999818,0.6666666666666645,0.6933333333333195,0.6166666666666455,0.7166666666666797,,
Fm518,100.99999999999804,101.3333333333333,98.66666666666666,102.33333333333167,61.333333333333336,64.66666666666679,4.000000000000002,4.6666666666667105,152.6666666666668,153.66666666666484,0.629999999999998,0.6766666666666528,0.649999999999979,0.6833333333333464,12.91333333333333,9.600000000000069
Fm519,113.66666666666468,112.99999999999996,98.99999999999997,103.99999999999835,13.333333333333337,30.983634201684858,2.6666666666666687,5.0000000000000435,168.00000000000014,160.66666666666484,0.5866666666666647,0.6666666666666529,0.5666666666666457,0.6933333333333463,18.049999778921364,18.270000000000074
Fm522,116.33333333333135,107.3333333333333,102.99999999999997,103.66666666666501,20.000000000000007,26.983634201684854,5.66666666666667,4.6666666666667105,180.00000000000017,176.3333333333315,0.48999999999999805,0.5699999999999862,0.42666666666664554,0.5933333333333465,16.724999836661944,
Fm523,93.99999999999802,95.66666666666664,131.99999999999994,131.99999999999832,25.33333333333334,42.983634201684865,0.33333333333333426,0.6666666666667075,144.33333333333348,145.99999999999812,0.6399999999999978,0.6266666666666527,0.7133333333333124,0.6733333333333464,15.613333333333333,15.523333333333404
Fm524,99.99999999999801,98.99999999999997,104.99999999999996,101.33333333333167,70.66666666666666,80.1871979167685,4.666666666666669,5.333333333333378,153.33333333333348,153.99999999999812,0.6399999999999979,0.6733333333333195,0.6933333333333125,0.6566666666666797,13.496666666666666,13.4433333333334
Fm537,101.99999999999802,103.99999999999996,106.66666666666661,112.666666666665,101.3333333333333,89.1871979167685,2.0000000000000018,3.3333333333333766,153.66666666666686,170.2844709948038,0.6033333333333312,0.6033333333333193,0.7133333333333124,0.5666666666666799,16.56333333333333,18.140000000000068
Fm552,98.66666666666468,100.3333333333333,88.3333333333333,94.666666666665,23.33333333333334,22.18719791676851,2.6666666666666687,6.000000000000045,155.00000000000017,165.6666666666648,0.6066666666666647,0.6366666666666527,0.5733333333333124,0.6266666666666798,14.949999778921384,15.363333333333404
Fm56,138.99999999999804,138.66666666666663,108.33333333333329,112.666666666665,65.33333333333333,88.98363420168488,5.66666666666667,7.000000000000047,182.66666666666683,182.3333333333315,0.5966666666666647,0.6466666666666527,0.6466666666666459,0.6200000000000131,,
Fm560,83.33333333333137,81.99999999999999,66.66666666666669,63.66666666666501,25.333333333333346,19.18719791676851,23.333333333333332,22.333333333333382,129.0000000000002,128.33333333333144,0.619999999999998,0.6099999999999861,0.7066666666666458,0.7033333333333462,11.399999836661943,13.280000000000069
Fm566,102.33333333333137,100.99999999999999,89.66666666666664,92.99999999999834,86.66666666666666,92.6666666666668,13.666666666666666,11.333333333333384,156.6666666666668,154.33333333333147,0.5633333333333314,0.6033333333333194,0.6966666666666458,0.7233333333333463,14.60499983666194,15.173333333333405
Fm569,82.6666666666647,82,88.99999999999997,83.66666666666501,79.99999999999999,68.98363420168488,15.333333333333332,27.333333333333393,129.60081689423302,128.33333333333147,0.6266666666666647,0.6666666666666528,0.6833333333333124,0.6933333333333463,11.279999778921384,13.086666666666735
Fm585,100.09537936698847,103.00000020305265,114.96550561419421,119.38472074929705,3.333333333333346,13.333333333333481,7.004626888498598,7.104300199509001,161.66666666666683,156.43105801038772,0.6675631807902294,0.5979822591735551,0.7266879786242193,0.6771555248835057,14.339999836661939,16.010151708503617
Fm589,74.99999999999804,75.33333333333331,102.99999999999996,103.66666666666501,34,30.187197916768525,4.333333333333335,5.00000000000005,121.4343575195735,120.99999999999815,0.6533333333333313,0.6666666666666529,0.7766666666666457,0.7700000000000131,6.23999983666194,13.490000000000068
Fm590,83.33333333333137,84.33333333333331,77.66666666666664,72.33333333333168,58.66666666666667,102.98363420168486,20.33333333333333,23.33333333333339,133.33333333333348,130.28447099480383,0.5766666666666647,0.619999999999986,0.7266666666666456,0.6466666666666797,12.549999778921384,14.01000000000007
Fm592,84.33333333333138,83.3333333333333,77.66666666666666,75.66666666666501,50.66666666666668,52.98363420168487,22.999999999999996,32.00000000000006,141.3333333333335,129.99999999999815,0.619999999999998,0.6733333333333194,0.6999999999999789,0.7200000000000131,12.889999836661937,13.3933333333334
Fm600,116.66666666666472,116.66666666666663,94.66666666666663,96.66666666666502,41.33333333333334,42.98363420168487,3.3333333333333353,5.333333333333387,181.33333333333348,182.66666666666487,0.5233333333333315,0.5533333333333194,0.6066666666666457,0.5966666666666799,,19.34666666666674
Fm601,124.33333333333138,126.66666666666663,112.33333333333329,101.33333333333168,36.00000000000001,46.00000000000014,5.333333333333335,12.33333333333339,184.66666666666683,182.99999999999818,0.5399999999999981,0.5433333333333195,0.5399999999999789,0.5166666666666798,,
Fm610,103.33333333333138,105.33333333333331,93.33333333333329,95.66666666666502,103.99999999999999,80.98363420168488,10.999999999999998,9.333333333333389,156.3333333333335,160.33333333333147,0.5366666666666647,0.5466666666666526,0.5966666666666457,0.5900000000000133,16.199999836661938,18.083333333333407
Fm611,100.66666666666474,100.66666666666664,89.33333333333329,90.66666666666504,92.66666666666667,118.98363420168488,11.333333333333332,12.000000000000055,152.00000000000017,155.33333333333147,0.4833333333333314,0.48333333333331946,0.6366666666666457,0.5866666666666798,15.46999983666194,16.51000000000007
Fm612,103.66666666666472,102.99999999999999,89.99999999999997,94.66666666666505,24.000000000000014,74.18719791676848,11.666666666666666,28.666666666666732,155.66666666666683,154.9999999999981,0.6066666666666648,0.5866666666666529,0.659999999999979,0.6633333333333464,15.869999778921382,16.500000000000064
Fm614,117.6666666666647,118.33333333333331,111.33333333333329,111.66666666666505,49.33333333333334,40.98363420168487,0.6666666666666689,1.0000000000000553,188.3333333333335,176.33333333333147,0.5066666666666648,0.6299999999999862,0.469999999999979,0.6533333333333464,,12.763333333333398
Fm615,107.6666666666647,109.3333333333333,136.66666666666663,137.66666666666504,55.333333333333336,,0.6666666666666691,0.6666666666667218,161.3333333333335,162.66666666666478,0.5933333333333314,0.6233333333333195,0.6466666666666459,0.7000000000000132,20.799999778921357,21.910000000000068
Fm616,76.66666666666472,75.66666666666666,93.66666666666663,85.99999999999835,37.33333333333334,43.18719791676849,10,9.333333333333393,122.00000000000021,123.28447099480358,0.6699999999999982,0.6466666666666528,0.789999999999979,0.7866666666666797,11.949999836661942,12.743333333333396
Fm620,85.99999999999804,85.33333333333333,90.3333333333333,94.66666666666502,65.33333333333334,44.00000000000015,6.000000000000002,7.666666666666726,131.66666666666686,131.3333333333314,0.6799999999999982,0.6666666666666529,0.6799999999999791,0.660000000000013,12.286666666666664,12.733333333333396
Fm621,99.99999999999804,106.66666666666663,104.66666666666664,110.66666666666501,32.01261137969484,,4.66666666666667,4.666666666666725,154.66666666666683,160.33333333333144,0.7133333333333315,0.6999999999999863,0.7666666666666457,0.5900000000000132,13.903333333333334,15.570000000000062
Fm65,117.33333333333141,115.33333333333333,120.33333333333329,121.3333333333317,64,50.18719791676848,3.3333333333333353,3.3333333333333903,183.0000000000002,171.9999999999981,0.4999999999999981,0.6299999999999862,0.4833333333333123,0.6666666666666798,,20.356666666666733
Fm78,123.81797778940832,117.66666666666666,87.5139622781597,114.66666666666504,6.666666666666685,3.187197916768497,4.5014262128146285,5.000000000000058,184.43435751957367,183.9999999999981,0.5309152434924895,0.48333333333331957,0.4447433148529324,0.4933333333333466,,
Fm79,145.66666666666475,146.33333333333331,96.3333333333333,101.3333333333317,22.00000000000001,16.187197916768522,8.000000000000002,11.666666666666725,187.0000000000002,185.7844709948037,0.6366666666666647,0.6399999999999864,0.6199999999999791,0.6266666666666799,,
Fm86,140.66666666666472,142,102.99999999999999,103.66666666666502,66.66666666666666,68.98363420168488,7.000000000000002,6.6666666666667265,183.3333333333335,185.33333333333138,0.649999999999998,0.6899999999999863,0.5333333333333123,0.5633333333333467,,
Fm156,,,89.33333333333327,102.99999999999909,27.999999999999993,32.187197916768525,1.3333333333333381,1.666666666666998,,,0.5866666666666638,0.5799999999999862,0.5499999999999834,0.5933333333333438,,
Fm161,,,67.00000000000004,62.99999999999867,64.66666666666664,70.98363420168494,2.0000000000000004,3.0000000000001856,,,0.6333333333333308,0.7099999999999866,0.6033333333333152,0.6900000000000119,,
Fm168,,,95.99999999999996,87.30763962534958,25.9747772406103,25.187197916768525,1.0000000000000027,0.9478499002456939,,,0.6599999999999974,0.6660088704132013,0.6166666666666477,0.45142223755826616,,
Fm20,,,96.6666666666666,92.33333333333172,67.99999999999997,74.66666666666681,0.6666666666666691,0.6666666666667348,,,0.6199999999999974,0.5866666666666532,0.5833333333333128,0.6266666666666797,,
Fm9,,,107.3333333333333,110.99999999999837,55.333333333333336,74.98363420168486,0.666666666666669,1.3333333333333923,,,0.6766666666666648,0.6399999999999864,0.5633333333333123,0.4933333333333466,,
